patient_id,slice_index,target_nonzero_fraction,is_nonblank,before_psnr,before_ssim,after_psnr,after_ssim,psnr_gain,ssim_gain
BraTS-GLI-00578-000,48,0.1000694444444444,True,35.512792637812694,0.8099047003200247,21.55008960454922,0.9410698736780848,-13.962703033263473,0.1311651733580601
BraTS-GLI-00578-000,47,0.0935763888888888,True,35.82179765257552,0.8114730737022086,21.764342583287718,0.9432865909990408,-14.057455069287801,0.13181351729683222
BraTS-GLI-00578-000,49,0.1067013888888888,True,35.26706931436208,0.8085658775231638,21.910818724937315,0.9437446724173054,-13.356250589424768,0.13517879489414164
BraTS-GLI-00578-000,42,0.0671875,True,38.44658446050087,0.8513469573369757,22.33588243566269,0.951692592739064,-16.110702024838183,0.1003456354020883
BraTS-GLI-00124-000,118,0.2037673611111111,True,31.88216785976108,0.7769850282423322,22.45820385252092,0.954933678463675,-9.423964007240158,0.17794865022134287
BraTS-GLI-00124-000,109,0.24796875,True,32.115428698766124,0.7759243064622752,22.496246988428688,0.951663938813269,-9.619181710337436,0.17573963235099388
BraTS-GLI-00124-000,117,0.2097048611111111,True,32.41286525255094,0.7873182227705777,22.640369924645757,0.956110295095788,-9.77249532790518,0.16879207232521032
BraTS-GLI-00578-000,50,0.1133159722222222,True,34.68658068311495,0.8012072761462925,22.644900062166474,0.949221011648532,-12.041680620948473,0.1480137355022395
BraTS-GLI-00266-000,106,0.2311979166666666,True,32.69025578460783,0.783641521538528,22.727680014970478,0.9559978436918402,-9.96257576963735,0.1723563221533122
BraTS-GLI-00565-000,120,0.1345138888888888,True,31.233588557350235,0.7808355824634687,22.74432990204764,0.9331591114109542,-8.489258655302596,0.15232352894748546
